,Image,Id,Hash,Shape,Mode,Length,Ratio,New_Whale,Id_Count
97,025c0ecb.jpg,w_4fd48e7,f3858c73678938a6,"(883, 539)",L,475937,1.6382189239332097,False,10
98,025fd2ea.jpg,w_7276f4b,9725695acee185a6,"(1050, 525)",RGB,551250,2.0,False,2
99,02608d7a.jpg,w_93bf889,e9da96629c8d23e2,"(934, 401)",RGB,374534,2.3291770573566084,False,5
100,0260c382.jpg,w_d142b00,f38adc33f524a948,"(1003, 429)",RGB,430287,2.337995337995338,False,1
101,0267139c.jpg,w_e156c87,cad5b03d8f2b9360,"(829, 233)",RGB,193157,3.5579399141630903,False,3
102,02715625.jpg,new_whale,e7919fc63361c948,"(700, 368)",L,257600,1.9021739130434783,True,810
103,028d2ff2.jpg,w_5297ab3,9764699ab621da96,"(1050, 630)",RGB,661500,1.6666666666666667,False,7
104,02916b71.jpg,w_73d5489,92744dcbf2340da7,"(1050, 502)",RGB,527100,2.091633466135458,False,21
105,02a12b73.jpg,w_6202983,a99886e7a1f8a8f8,"(1050, 257)",RGB,269850,4.085603112840467,False,13
106,02a66def.jpg,w_b14007c,b1cccd33a0ad8a2f,"(1050, 339)",RGB,355950,3.0973451327433628,False,2
107,02a783c8.jpg,w_2a939eb,ea1a86a1b0e6f5e4,"(1050, 381)",RGB,400050,2.7559055118110236,False,6
108,02aceb16.jpg,new_whale,8cc324bbd641dbb8,"(743, 461)",RGB,342523,1.6117136659436009,True,810
109,02af1aa3.jpg,w_5624f08,ae1bd4b5e720ec28,"(924, 286)",RGB,264264,3.230769230769231,False,3
110,02c8235c.jpg,w_e59a1f0,ae4ad2b5a7b2a4b0,"(1050, 288)",RGB,302400,3.6458333333333335,False,2
111,02c82510.jpg,w_a8b5c0f,abba95a5ba38a432,"(1050, 700)",RGB,735000,1.5,False,1
112,02cf6a52.jpg,w_a1b985a,c9e53a0ec9d51963,"(590, 393)",RGB,231870,1.5012722646310432,False,1
113,02cff75e.jpg,w_913a2ad,bc36c7c1383ec589,"(1050, 600)",L,630000,1.75,False,1
114,02d235f7.jpg,w_511c464,bdc2d024ddaccb32,"(1050, 355)",RGB,372750,2.9577464788732395,False,6
115,02e6188b.jpg,w_d3c8520,c0dd4936a68d27e3,"(1050, 608)",RGB,638400,1.7269736842105263,False,4
116,02ea0810.jpg,w_6e8486d,becc80f02d4bfa86,"(1050, 630)",RGB,661500,1.6666666666666667,False,5
117,02ed3e6d.jpg,w_18df014,eb96c461724e2d5a,"(600, 255)",L,153000,2.3529411764705883,False,5
118,03034d4c.jpg,w_b074cdf,c6b6c957a658096d,"(1050, 700)",RGB,735000,1.5,False,14
119,0316f962.jpg,w_96b8436,ea08e80fa3bd21bd,"(1050, 700)",RGB,735000,1.5,False,1
120,0317dee0.jpg,w_656afeb,ead59562393c8b52,"(963, 578)",RGB,556614,1.666089965397924,False,9
121,031c75ef.jpg,w_681dba6,b34ccde3734c581c,"(1050, 600)",L,630000,1.75,False,3
122,0320e985.jpg,w_7049d9f,ea969562789d8723,"(1050, 600)",RGB,630000,1.75,False,2
123,0323fcfc.jpg,w_cd22b23,bf8fc0781a1684e7,"(1050, 599)",L,628950,1.7529215358931554,False,3
124,03282162.jpg,w_0b3c02c,e89e9761789a83a6,"(1050, 567)",RGB,595350,1.8518518518518519,False,1
125,0331d7a8.jpg,w_e8ca955,fd6983c2d6363889,"(1050, 770)",RGB,808500,1.3636363636363635,False,1
126,03322101.jpg,w_9b401eb,f20987746d97d864,"(1050, 324)",RGB,340200,3.240740740740741,False,19
127,0344cc34.jpg,w_fea7fe6,b4c992e7a728993a,"(1050, 455)",RGB,477750,2.3076923076923075,False,9
128,03500d61.jpg,w_e07f3d1,af9ad0e47a5a0da8,"(1050, 450)",RGB,472500,2.3333333333333335,False,1
129,0354d93d.jpg,w_1d2fbc1,e69982a6f1ac5ccc,"(1050, 389)",RGB,408450,2.6992287917737787,False,2
130,0356c5ed.jpg,w_8c1ec28,e74d86b33069cb86,"(1050, 528)",RGB,554400,1.9886363636363635,False,14
131,035ab2b4.jpg,w_da0b8b5,e80ad6e1f0e6a9e4,"(1050, 308)",RGB,323400,3.409090909090909,False,3
132,0360c040.jpg,w_ccca0db,ba4ad2f4a7b3a0a4,"(1050, 354)",RGB,371700,2.9661016949152543,False,2
133,0365b421.jpg,w_a4f77bd,af92d0342fcaa4b5,"(1050, 600)",RGB,630000,1.75,False,2
134,036b9b64.jpg,new_whale,eb9f84a1f81b8685,"(1050, 525)",RGB,551250,2.0,True,810
135,036bad0a.jpg,w_711aaa1,af0f827468df2c8c,"(748, 428)",RGB,320144,1.7476635514018692,False,4
136,0375c878.jpg,w_9ae554b,da1de5a07cc33e41,"(1050, 450)",RGB,472500,2.3333333333333335,False,3
137,0376d91d.jpg,w_1274a11,aecb97b0b06c4a5a,"(681, 215)",RGB,146415,3.167441860465116,False,5
138,037e59bc.jpg,new_whale,bb87dc9be1720c0c,"(863, 392)",L,338296,2.201530612244898,True,810
139,0387bc35.jpg,w_9dcf002,e96b9294e437391c,"(1050, 600)",RGB,630000,1.75,False,1
140,03910800.jpg,w_d88328d,b10cdf93636168d9,"(1050, 691)",RGB,725550,1.5195369030390737,False,9
142,0397dbdb.jpg,w_125095f,f08d9a27f27518d2,"(1050, 450)",RGB,472500,2.3333333333333335,False,1
143,039b1c58.jpg,w_8b22583,e6dccbc36193c322,"(1050, 609)",RGB,639450,1.7241379310344827,False,3
144,03a3593c.jpg,w_6b82ccc,ee9b99e4e3580c0b,"(998, 570)",RGB,568860,1.750877192982456,False,2
145,03b4ea17.jpg,w_9562910,afccd591b1a0f036,"(1050, 700)",RGB,735000,1.5,False,1
146,03b5f4e4.jpg,w_1febbf3,ca95956d49ca352d,"(1050, 600)",L,630000,1.75,False,2
147,03c696a6.jpg,w_3d0bc7a,bb4dd0b6e1b0a2b4,"(1050, 441)",RGB,463050,2.380952380952381,False,10
148,03c6a5c0.jpg,new_whale,c39cac4e395b952a,"(700, 398)",L,278600,1.7587939698492463,True,810
149,03cb4f5d.jpg,w_7ad249d,9b4c74bbcc12615d,"(1050, 525)",RGB,551250,2.0,False,1
150,03d0f974.jpg,w_cf3c233,bcc0db73a0b02de9,"(1050, 566)",RGB,594300,1.8551236749116609,False,3
151,03de1a54.jpg,new_whale,a9399486cd3466eb,"(1050, 759)",RGB,796950,1.383399209486166,True,810
152,03e8e963.jpg,w_eb8429c,9a439075c9b24fb3,"(1050, 337)",RGB,353850,3.115727002967359,False,3
153,03f158af.jpg,w_c11932e,9b92248d9196d3cf,"(1050, 702)",RGB,737100,1.4957264957264957,False,5
154,03f8476f.jpg,w_c9e1cdc,bb4ed296e5a0e6a0,"(982, 437)",RGB,429134,2.2471395881006866,False,12
155,03f8cf5a.jpg,w_b8f8e69,bf8ec0e13e641b0e,"(746, 224)",RGB,167104,3.330357142857143,False,3
156,03fb2408.jpg,w_e3b2cfa,abbed48162709c3e,"(1050, 577)",RGB,605850,1.8197573656845754,False,2
157,03fbb4cb.jpg,w_71c7322,fa8dc0b06fb03c4b,"(1050, 450)",RGB,472500,2.3333333333333335,False,6
158,03fe05bc.jpg,w_3621c49,cf7a30c51e3a858b,"(1050, 261)",RGB,274050,4.022988505747127,False,3
159,0400ccee.jpg,w_bc62c0e,acd8d996e629398c,"(1050, 700)",RGB,735000,1.5,False,3
160,040860f2.jpg,w_33909b8,af90e06e794e1a87,"(1050, 262)",RGB,275100,4.00763358778626,False,2
161,040898fc.jpg,w_a31aa30,9b87a078da26bd0b,"(1050, 247)",RGB,259350,4.251012145748988,False,2
162,040c1cd4.jpg,w_717a293,ff40c0f3ae435d0a,"(1050, 542)",RGB,569100,1.937269372693727,False,2
163,040d8913.jpg,w_44f66a7,f0898d36e571d09b,"(1050, 174)",RGB,182700,6.0344827586206895,False,4
164,040e5bd6.jpg,w_86b3de4,ed9282ec27d3f058,"(670, 233)",RGB,156110,2.875536480686695,False,2
165,04182994.jpg,w_ba1befb,abdc80b17caf588c,"(1050, 525)",RGB,551250,2.0,False,1
166,041e7370.jpg,w_4fa1bd5,eb3897872295e538,"(1050, 450)",RGB,472500,2.3333333333333335,False,1
167,0422010d.jpg,w_379ba08,ec36db11a379588c,"(646, 369)",RGB,238374,1.7506775067750677,False,1
168,042fa04b.jpg,w_c708776,aeced2b4a52068f9,"(931, 338)",RGB,314678,2.7544378698224854,False,2
169,0435e09a.jpg,w_01cbcbf,df88a0347fcb8274,"(886, 506)",L,448316,1.7509881422924902,False,1
170,043a5625.jpg,w_962164f,81ac9fd360dd03e5,"(700, 400)",L,280000,1.75,False,1
171,0444f67e.jpg,w_c926fc3,bf8ec0e1704a1e97,"(1050, 700)",RGB,735000,1.5,False,3
172,0453720f.jpg,w_5c62a56,9884a7d9d8e463d9,"(1050, 698)",RGB,732900,1.504297994269341,False,4
173,04559a53.jpg,w_379785d,be8194eab2e0e1ec,"(1050, 317)",RGB,332850,3.312302839116719,False,1
174,0466ed01.jpg,w_8420f42,f99f8660789b1a86,"(1050, 600)",L,630000,1.75,False,1
175,0471a6a7.jpg,w_2c51d33,8ed3b5290ad76538,"(700, 404)",L,282800,1.7326732673267327,False,1
176,047b1d89.jpg,w_b34793e,aa4fc5b1a1c6b46c,"(1050, 248)",RGB,260400,4.233870967741935,False,6
177,048578f5.jpg,w_4fdaa2a,afcad0b5e8b888a3,"(1050, 325)",RGB,341250,3.230769230769231,False,3
178,0485c4c1.jpg,w_bf14813,a6c899a3368ccdf2,"(1050, 600)",L,630000,1.75,False,1
179,04867dab.jpg,w_5cb5fc3,cc91347c8bd3b0e5,"(1050, 450)",RGB,472500,2.3333333333333335,False,4
180,0489f7e2.jpg,w_b2f1afa,fbe8900797667609,"(922, 615)",RGB,567030,1.4991869918699188,False,1
181,048b9040.jpg,w_5b99089,bd89c22e87a1b1ad,"(1050, 360)",RGB,378000,2.9166666666666665,False,7
182,04928fa7.jpg,w_2fe43c7,ebc6c1bccf070a13,"(1050, 630)",RGB,661500,1.6666666666666667,False,8
183,0496e682.jpg,w_fd1cb9d,eeda94e1b0a4d90e,"(1050, 401)",RGB,421050,2.6184538653366585,False,22
184,04a39247.jpg,new_whale,e89c95e13e27295c,"(1050, 450)",RGB,472500,2.3333333333333335,True,810
185,04a91387.jpg,w_eec1133,9ec5b136e83c4b32,"(1050, 326)",RGB,342300,3.2208588957055215,False,5
186,04aaf2f9.jpg,w_3dd1a87,a4e9da86713c7d88,"(1050, 657)",RGB,689850,1.5981735159817352,False,2
188,04b16181.jpg,w_b83b069,8b7584f47b23d44c,"(1050, 570)",L,598500,1.8421052631578947,False,2
189,04b3714e.jpg,w_37dd956,ee1bc6710e698ce2,"(1050, 367)",RGB,385350,2.861035422343324,False,4
190,04b88a95.jpg,w_302af0a,acdb91354a1d7383,"(1050, 525)",RGB,551250,2.0,False,3
191,04c06689.jpg,w_47d2bc6,fa9987685e178986,"(1050, 600)",RGB,630000,1.75,False,7
192,04c5ec77.jpg,w_f546b0a,f8c5c892a76c5a17,"(1050, 525)",RGB,551250,2.0,False,3
193,04c73b64.jpg,w_9d5f5cc,afcad0b5ad4a4a43,"(1050, 696)",RGB,730800,1.5086206896551724,False,3
194,04cdb743.jpg,w_ad8bc47,b2cec9b43f4a704c,"(840, 474)",L,398160,1.7721518987341771,False,2
195,04ce734a.jpg,w_09d7946,ba8bc4343ac99c37,"(1000, 667)",RGB,667000,1.4992503748125936,False,3
196,04cee0bd.jpg,w_7523d74,d0c587eaa27549da,"(525, 301)",RGB,158025,1.744186046511628,False,1
197,04d1f994.jpg,w_9d48bcf,bf84e0789db00ee3,"(957, 410)",RGB,392370,2.3341463414634145,False,1
198,04d2b8a3.jpg,w_9ea2cc3,ea1a95e5605a1f2d,"(844, 534)",RGB,450696,1.5805243445692885,False,13
199,04d69405.jpg,w_1894a1c,e1849a6bb6703d8e,"(686, 376)",L,257936,1.824468085106383,False,2
200,04d7f905.jpg,new_whale,f83a83a578c259bc,"(880, 503)",L,442640,1.7495029821073558,True,810
201,04dd6cc6.jpg,w_3197568,bccbd237233cc90a,"(1050, 363)",RGB,381150,2.8925619834710745,False,6
202,04e5cc2b.jpg,w_5297ab3,d66ce1245a1fc378,"(1010, 790)",RGB,797900,1.2784810126582278,False,7
203,04eff153.jpg,w_a85a3c9,ce8a80f62f429ee5,"(1050, 600)",RGB,630000,1.75,False,1
204,04fa6285.jpg,w_b6efe77,f48b82a6e1b9599a,"(1050, 512)",RGB,537600,2.05078125,False,3
205,04fcc7f0.jpg,w_1d53d9c,e3ccd43c099bb0bc,"(871, 476)",RGB,414596,1.8298319327731092,False,6
206,0504d072.jpg,w_a71aa99,86e5791e438ce6e1,"(1050, 525)",RGB,551250,2.0,False,2
207,0504e8f8.jpg,w_67de30b,e9979663384897b1,"(1050, 600)",RGB,630000,1.75,False,16
208,05071be3.jpg,w_c9dd32e,b9c6ce31e35c1c83,"(1050, 600)",L,630000,1.75,False,1
209,0512b13b.jpg,w_95874a5,af86817ad5788e61,"(1050, 418)",RGB,438900,2.511961722488038,False,19
210,051e6fbe.jpg,new_whale,9689a4e2d8b7e689,"(1050, 525)",RGB,551250,2.0,True,810
211,0523d3a2.jpg,w_a18d0dc,b8c0cf3d714e6d84,"(1050, 310)",RGB,325500,3.3870967741935485,False,7
212,0524950b.jpg,new_whale,bfc8d7a5a1b0a0ac,"(1050, 294)",RGB,308700,3.5714285714285716,True,810
213,0525ae51.jpg,w_1029f4e,c85fd7b52c0ac1b1,"(1050, 700)",RGB,735000,1.5,False,2
214,0528bc43.jpg,w_8464638,bc8ec3f13c6c5a90,"(1050, 450)",RGB,472500,2.3333333333333335,False,3
215,05293254.jpg,w_d6e437d,f80ef42897609f72,"(1050, 314)",RGB,329700,3.343949044585987,False,4
216,052f5378.jpg,w_5d86dc6,aa2a9481f33e4f5c,"(700, 500)",L,350000,1.4,False,1
217,05330b65.jpg,w_2341d0a,ea96a1789ee0d80f,"(1050, 430)",L,451500,2.441860465116279,False,1
218,0534772d.jpg,w_7f867ec,da1f85b360681d8f,"(700, 500)",L,350000,1.4,False,1
219,053555fe.jpg,new_whale,84707a9fc560b8de,"(912, 608)",RGB,554496,1.5,True,810
220,0545526f.jpg,w_da63cba,bcc7c036c0bd4c9b,"(1050, 406)",RGB,426300,2.586206896551724,False,6
221,054c4923.jpg,w_f8cd6b6,ed9389a6b2583ccc,"(1050, 600)",RGB,630000,1.75,False,2
222,05500217.jpg,w_db0ad01,a67599cae6243917,"(855, 611)",L,522405,1.3993453355155483,False,2
223,05510761.jpg,w_0f54cdf,9c86e0789a66bd4b,"(963, 214)",L,206082,4.5,False,2
224,05562539.jpg,w_a91b997,bf0ac0f5634b143d,"(1050, 450)",RGB,472500,2.3333333333333335,False,3
225,055b8460.jpg,w_af5d11a,ef9b85b0e6219c29,"(1050, 308)",RGB,323400,3.409090909090909,False,2
226,05651187.jpg,w_3aa2073,964982b2e2f679ac,"(597, 256)",RGB,152832,2.33203125,False,3
227,0566b8e8.jpg,w_e4971dc,c0e13f1fc3e1701d,"(1050, 700)",RGB,735000,1.5,False,1
228,056b05e2.jpg,w_fb94a5a,b483cb2b30c4cfb3,"(1000, 666)",RGB,666000,1.5015015015015014,False,3
229,057644d1.jpg,w_7c6ad05,a7c8d6b02dd70ad1,"(1050, 600)",RGB,630000,1.75,False,3
230,057ce740.jpg,w_e158680,afcad2b405897ac3,"(1050, 444)",RGB,466200,2.364864864864865,False,3
232,058147c9.jpg,w_222dcb7,eb1d81f89e2386a5,"(1050, 238)",RGB,249900,4.411764705882353,False,3
233,05859f6e.jpg,w_5a29f9d,bfcbd2b7a130a428,"(1050, 378)",RGB,396900,2.7777777777777777,False,1
234,05898b05.jpg,w_b318111,b38cc52bd224ec8f,"(683, 390)",L,266370,1.7512820512820513,False,2
235,0592e297.jpg,new_whale,abd2d53d8a2c8b32,"(1050, 303)",RGB,318150,3.4653465346534653,True,810
236,0594a048.jpg,w_7ab1759,afd2d435a8388f62,"(1050, 322)",RGB,338100,3.260869565217391,False,2
237,0595cef3.jpg,w_296749b,be1ec1d1346cc99a,"(1050, 701)",RGB,736050,1.4978601997146932,False,3
238,05a1c013.jpg,w_b5144b0,bcc0c3783e9f620d,"(700, 380)",L,266000,1.8421052631578947,False,1
239,05a273d8.jpg,new_whale,f885c77e0d580aa7,"(1050, 450)",RGB,472500,2.3333333333333335,True,810
240,05cc223e.jpg,w_a2a1378,e99a966139dc8627,"(1000, 667)",RGB,667000,1.4992503748125936,False,4
241,05d10f3f.jpg,w_41fa033,d51a6a5d9bc234ac,"(771, 441)",RGB,340011,1.748299319727891,False,3
242,05d402e7.jpg,w_b2d937a,a6d99974e21b1ab4,"(1050, 794)",RGB,833700,1.3224181360201512,False,3
